model,surface,modality,category,stage,classifier,size_bucket,frames,tp,fp,fn,precision,recall,f1,fppi,fp_frame_rate,source
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_flock_of_birds_flying_short,rgb,BIRDS,+classifier,fnfn,all,21,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_flock_of_birds_flying_short,rgb,BIRDS,+temporal,fnfn,all,21,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_flock_of_birds_flying_short,rgb,BIRDS,+temporal+patch,fnfn,all,21,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_flock_of_birds_flying_short,rgb,BIRDS,+classifier,fnfn,all,21,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_flock_of_birds_flying_short,rgb,BIRDS,+temporal,fnfn,all,21,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_flock_of_birds_flying_short,rgb,BIRDS,+temporal+patch,fnfn,all,21,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_flock_of_birds_flying_short,rgb,BIRDS,+classifier,fnfn,all,21,0,3,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_flock_of_birds_flying_short,rgb,BIRDS,+temporal,fnfn,all,21,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_flock_of_birds_flying_short,rgb,BIRDS,+temporal+patch,fnfn,all,21,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_flock_of_birds_flying_short,rgb,BIRDS,+classifier,fnfn,all,21,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_flock_of_birds_flying_short,rgb,BIRDS,+temporal,fnfn,all,21,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_flock_of_birds_flying_short,rgb,BIRDS,+temporal+patch,fnfn,all,21,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+classifier,fnfn,all,114,4,1,111,0.8,0.0348,0.0667,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+temporal,fnfn,all,114,2,0,36,1.0,0.0526,0.1,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+temporal+patch,fnfn,all,114,2,0,36,1.0,0.0526,0.1,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+classifier,fnfn,all,114,7,2,108,0.7778,0.0609,0.1129,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+temporal,fnfn,all,114,3,0,35,1.0,0.0789,0.1463,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+temporal+patch,fnfn,all,114,3,0,35,1.0,0.0789,0.1463,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+classifier,fnfn,all,114,4,1,111,0.8,0.0348,0.0667,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+temporal,fnfn,all,114,2,0,36,1.0,0.0526,0.1,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+temporal+patch,fnfn,all,114,2,0,36,1.0,0.0526,0.1,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+classifier,fnfn,all,114,1,1,114,0.5,0.0087,0.0171,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+temporal,fnfn,all,114,0,0,38,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,+temporal+patch,fnfn,all,114,0,0,38,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+classifier,fnfn,all,108,0,0,88,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+temporal,fnfn,all,108,0,0,31,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+temporal+patch,fnfn,all,108,0,0,31,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+classifier,fnfn,all,108,3,1,85,0.75,0.0341,0.0652,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+temporal,fnfn,all,108,0,0,31,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+temporal+patch,fnfn,all,108,0,0,31,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+classifier,fnfn,all,108,4,0,84,1.0,0.0455,0.087,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+temporal,fnfn,all,108,1,0,30,1.0,0.0323,0.0625,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+temporal+patch,fnfn,all,108,1,0,30,1.0,0.0323,0.0625,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+classifier,fnfn,all,108,3,0,85,1.0,0.0341,0.0659,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+temporal,fnfn,all,108,0,0,31,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,+temporal+patch,fnfn,all,108,0,0,31,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+classifier,fnfn,all,68,7,1,61,0.875,0.1029,0.1842,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+temporal,fnfn,all,68,1,0,22,1.0,0.0435,0.0833,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+temporal+patch,fnfn,all,68,1,0,22,1.0,0.0435,0.0833,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+classifier,fnfn,all,68,8,2,60,0.8,0.1176,0.2051,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+temporal,fnfn,all,68,3,0,20,1.0,0.1304,0.2308,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+temporal+patch,fnfn,all,68,3,0,20,1.0,0.1304,0.2308,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+classifier,fnfn,all,68,2,1,66,0.6667,0.0294,0.0563,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+temporal,fnfn,all,68,0,0,23,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+temporal+patch,fnfn,all,68,0,0,23,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+classifier,fnfn,all,68,2,0,66,1.0,0.0294,0.0571,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+temporal,fnfn,all,68,0,0,23,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,+temporal+patch,fnfn,all,68,0,0,23,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_seagull_attack,rgb,DRONE,+classifier,fnfn,all,235,14,3,180,0.8235,0.0722,0.1327,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_seagull_attack,rgb,DRONE,+temporal,fnfn,all,235,6,0,60,1.0,0.0909,0.1667,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_seagull_attack,rgb,DRONE,+temporal+patch,fnfn,all,235,4,0,62,1.0,0.0606,0.1143,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_seagull_attack,rgb,DRONE,+classifier,fnfn,all,235,33,7,161,0.825,0.1701,0.2821,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_seagull_attack,rgb,DRONE,+temporal,fnfn,all,235,13,0,53,1.0,0.197,0.3291,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_seagull_attack,rgb,DRONE,+temporal+patch,fnfn,all,235,13,0,53,1.0,0.197,0.3291,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_seagull_attack,rgb,DRONE,+classifier,fnfn,all,235,14,4,180,0.7778,0.0722,0.1321,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_seagull_attack,rgb,DRONE,+temporal,fnfn,all,235,5,0,61,1.0,0.0758,0.1408,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_seagull_attack,rgb,DRONE,+temporal+patch,fnfn,all,235,4,0,62,1.0,0.0606,0.1143,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_seagull_attack,rgb,DRONE,+classifier,fnfn,all,235,17,3,177,0.85,0.0876,0.1589,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_seagull_attack,rgb,DRONE,+temporal,fnfn,all,235,11,0,55,1.0,0.1667,0.2857,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_seagull_attack,rgb,DRONE,+temporal+patch,fnfn,all,235,8,0,58,1.0,0.1212,0.2162,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+classifier,fnfn,all,163,71,2,83,0.9726,0.461,0.6256,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal,fnfn,all,163,27,0,27,1.0,0.5,0.6667,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal+patch,fnfn,all,163,27,0,27,1.0,0.5,0.6667,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+classifier,fnfn,all,163,41,0,113,1.0,0.2662,0.4205,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal,fnfn,all,163,16,0,38,1.0,0.2963,0.4571,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal+patch,fnfn,all,163,16,0,38,1.0,0.2963,0.4571,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+classifier,fnfn,all,163,34,4,120,0.8947,0.2208,0.3542,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal,fnfn,all,163,15,0,39,1.0,0.2778,0.4348,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal+patch,fnfn,all,163,15,0,39,1.0,0.2778,0.4348,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+classifier,fnfn,all,163,51,0,103,1.0,0.3312,0.4976,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal,fnfn,all,163,18,0,36,1.0,0.3333,0.5,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal+patch,fnfn,all,163,18,0,36,1.0,0.3333,0.5,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,+classifier,fnfn,all,116,9,0,107,1.0,0.0776,0.144,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,+temporal,fnfn,all,116,4,0,35,1.0,0.1026,0.186,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,+temporal+patch,fnfn,all,116,4,0,35,1.0,0.1026,0.186,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,+classifier,fnfn,all,116,9,0,107,1.0,0.0776,0.144,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,+temporal,fnfn,all,116,5,0,34,1.0,0.1282,0.2273,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,+temporal+patch,fnfn,all,116,5,0,34,1.0,0.1282,0.2273,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,+classifier,fnfn,all,116,1,0,115,1.0,0.0086,0.0171,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,+temporal,fnfn,all,116,0,0,39,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,+temporal+patch,fnfn,all,116,0,0,39,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
